0.569842,-0.0241266,-0.8214,0,0.820068,-0.0473032,0.570308,0,-0.0526144,-0.998589,-0.00716986,0,69.3521,192.686,-42.3472,1
0.570132,-0.0251782,-0.821167,0,0.81979,-0.0480073,0.570648,0,-0.05379,-0.99853,-0.00672971,0,69.4381,193.484,-42.3124,1
0.570389,-0.0259499,-0.820965,0,0.819558,-0.0484573,0.570944,0,-0.0545977,-0.998488,-0.00637203,0,69.4718,194.051,-42.2899,1
0.57064,-0.0266835,-0.820766,0,0.81933,-0.0489084,0.571232,0,-0.0553849,-0.998447,-0.00604649,0,69.536,194.609,-42.2775,1
0.570954,-0.027414,-0.820524,0,0.819063,-0.0492774,0.571584,0,-0.0561028,-0.998409,-0.00568135,0,69.5464,195.151,-42.2868,1
0.571306,-0.028253,-0.820251,0,0.818764,-0.0496393,0.571981,0,-0.0568769,-0.998368,-0.00522676,0,69.5401,195.721,-42.2608,1
0.571548,-0.0290315,-0.820055,0,0.81854,-0.0500492,0.572265,0,-0.057657,-0.998325,-0.00484216,0,69.6028,196.292,-42.3032,1
0.571797,-0.0297595,-0.819856,0,0.818314,-0.0504567,0.572553,0,-0.0584061,-0.998283,-0.00449844,0,69.6312,196.853,-42.2942,1
0.572029,-0.0305619,-0.819664,0,0.818085,-0.0510192,0.572829,0,-0.0593253,-0.99823,-0.00418216,0,69.6986,197.428,-42.2618,1
0.572425,-0.0316762,-0.819345,0,0.817717,-0.0517653,0.573288,0,-0.0605734,-0.998157,-0.00372957,0,69.7999,198.283,-42.2451,1
0.572659,-0.0324373,-0.819152,0,0.817487,-0.0523154,0.573566,0,-0.0614593,-0.998104,-0.0034418,0,69.8884,198.871,-42.2406,1
0.572876,-0.0331694,-0.818971,0,0.817279,-0.0526991,0.573827,0,-0.0621925,-0.998059,-0.00308137,0,69.9161,199.445,-42.2011,1
0.573196,-0.0339386,-0.818715,0,0.816999,-0.0530514,0.574194,0,-0.0629213,-0.998015,-0.00268106,0,69.9224,200,-42.22,1
0.57345,-0.0346811,-0.818506,0,0.816762,-0.0534636,0.574493,0,-0.0636844,-0.997967,-0.00233257,0,69.9666,200.527,-42.1868,1
0.573571,-0.0349621,-0.818409,0,0.816654,-0.0536206,0.574632,0,-0.063974,-0.997949,-0.00220329,0,69.9632,200.781,-42.1645,1
0.573795,-0.0356877,-0.818221,0,0.816432,-0.0541211,0.5749,0,-0.0647999,-0.997897,-0.00191785,0,70.0293,201.319,-42.164,1
0.574223,-0.0369201,-0.817866,0,0.816034,-0.0547227,0.575408,0,-0.066,-0.997819,-0.00129493,0,70.0866,202.183,-42.2044,1
0.574587,-0.0377172,-0.817574,0,0.815718,-0.0550743,0.575823,0,-0.0667458,-0.99777,-0.000878364,0,70.1231,202.749,-42.2252,1
0.574828,-0.0384566,-0.81737,0,0.815478,-0.0555814,0.576113,0,-0.0675859,-0.997713,-0.000589237,0,70.2023,203.304,-42.217,1
0.575125,-0.0391385,-0.817129,0,0.815216,-0.0558778,0.576455,0,-0.0682211,-0.99767,-0.000230432,0,70.2081,203.788,-42.2626,1
0.575351,-0.0397907,-0.816938,0,0.814999,-0.0562527,0.576725,0,-0.0689033,-0.997623,6.42836e-05,0,70.2636,204.273,-42.2607,1
0.575543,-0.0403701,-0.816774,0,0.814809,-0.0566215,0.576957,0,-0.0695389,-0.997579,0.000305817,0,70.2884,204.73,-42.2425,1
0.575824,-0.0410668,-0.816541,0,0.814556,-0.0569185,0.577286,0,-0.0701837,-0.997534,0.000676185,0,70.3102,205.246,-42.2685,1
0.576163,-0.0419299,-0.816258,0,0.814245,-0.0573051,0.577686,0,-0.0709982,-0.997476,0.00112414,0,70.3628,205.787,-42.2528,1
0.5765,-0.0428996,-0.81597,0,0.813915,-0.0578971,0.578092,0,-0.0720423,-0.997401,0.00153898,0,70.4341,206.524,-42.2375,1
0.576579,-0.0433123,-0.815893,0,0.813811,-0.0582642,0.578201,0,-0.0725807,-0.997361,0.00165406,0,70.5178,206.892,-42.2028,1
0.576793,-0.0438276,-0.815714,0,0.813612,-0.05855,0.578453,0,-0.0731123,-0.997322,0.00188741,0,70.5372,207.258,-42.2182,1
0.576986,-0.0444412,-0.815544,0,0.813411,-0.0589839,0.578691,0,-0.0738218,-0.997269,0.00211617,0,70.6111,207.743,-42.1876,1
